Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment
5011,1963,3,4,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,0.1657696447793326,13,1,Mid-Market Enterprise,Mid-Market Enterprise
6653,1970,0,2,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,0.0548926014319809,14,1,Mid-Market Enterprise,Mid-Market Enterprise
9094,1955,1,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,0.3265306122448979,14,1,Mid-Market Enterprise,Mid-Market Enterprise
810,1975,3,2,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,0.0996884735202492,12,1,Mid-Market Enterprise,Mid-Market Enterprise
5493,1976,3,2,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,0.25,12,0,Small Business (SMEs),Small Business (SMEs)
2147,1969,3,0,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,0.0552631578947368,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
5107,1973,0,4,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,0.4,12,0,Small Business (SMEs),Small Business (SMEs)
3979,1983,0,4,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1779,0.0286516853932584,13,2,Large Enterprise,Large Enterprise - Cloud Focus
6049,1982,2,0,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,1804,0.0204986149584487,13,2,Large Enterprise,Large Enterprise - Cloud Focus
8147,1960,3,2,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,0.1836734693877551,13,0,Small Business (SMEs),Small Business (SMEs)
1857,1952,3,1,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,0.2738095238095238,12,0,Small Business (SMEs),Small Business (SMEs)
3910,1975,3,4,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,0.0144927536231884,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
5207,1963,0,2,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,0.1662468513853904,14,1,Mid-Market Enterprise,Mid-Market Enterprise
11114,1970,3,0,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,0.3764705882352941,13,0,Small Business (SMEs),Small Business (SMEs)
5429,1948,0,2,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,0.0054347826086956,13,0,Small Business (SMEs),Small Business (SMEs)
9400,1958,1,1,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,0.0390173410404624,12,2,Large Enterprise,Large Enterprise - Cloud Focus
1740,1944,3,2,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,0.038,12,1,Mid-Market Enterprise,Mid-Market Enterprise
7488,1963,2,1,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,0.0181598062953995,13,1,Mid-Market Enterprise,Mid-Market Enterprise
195,1972,3,1,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,246,0.1214574898785425,14,0,Small Business (SMEs),Small Business (SMEs)
635,1966,2,2,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,0.1145662847790507,13,1,Mid-Market Enterprise,Mid-Market Enterprise
7527,1968,2,4,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,0.1038961038961039,14,0,Small Business (SMEs),Small Business (SMEs)
10319,1971,3,2,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,0.0466200466200466,13,2,Large Enterprise,Large Enterprise - Cloud Focus
2296,1975,2,2,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,0.3225806451612903,13,0,Small Business (SMEs),Small Business (SMEs)
10637,1964,3,2,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,0.1,13,0,Small Business (SMEs),Small Business (SMEs)
2931,1978,3,4,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,0.1760268231349539,14,2,Large Enterprise,Large Enterprise - Cloud Focus
907,1975,3,2,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,0.0743801652892562,13,0,Small Business (SMEs),Small Business (SMEs)
3698,1983,3,0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0.1130924448615673,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
9516,1971,1,4,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,0.0967479674796747,14,1,Mid-Market Enterprise,Mid-Market Enterprise
679,1957,0,2,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,0.0256410256410256,14,0,Small Business (SMEs),Small Business (SMEs)
7384,1951,2,0,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,0.0967078189300411,13,0,Small Business (SMEs),Small Business (SMEs)
5043,1951,4,2,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,0.3310344827586207,14,0,Small Business (SMEs),Small Business (SMEs)
5267,1970,3,4,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,0.1111111111111111,13,0,Small Business (SMEs),Small Business (SMEs)
339,1972,0,2,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,0.0080482897384305,14,1,Mid-Market Enterprise,Mid-Market Enterprise
2516,1969,1,2,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,0.430379746835443,13,0,Small Business (SMEs),Small Business (SMEs)
9010,1972,2,2,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,0.0894759267149552,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
378,1971,3,2,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,0.1572327044025157,14,1,Mid-Market Enterprise,Mid-Market Enterprise
4808,1956,3,2,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,0.1666666666666666,13,0,Small Business (SMEs),Small Business (SMEs)
5068,1971,3,1,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,0.037037037037037,13,0,Small Business (SMEs),Small Business (SMEs)
7628,1973,1,2,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,0.1038961038961039,12,0,Small Business (SMEs),Small Business (SMEs)
7128,1977,0,1,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,0.3125,13,0,Small Business (SMEs),Small Business (SMEs)
2811,1963,0,1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,0.0158730158730158,12,0,Small Business (SMEs),Small Business (SMEs)
3551,1954,2,0,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,0.2412060301507537,12,1,Mid-Market Enterprise,Mid-Market Enterprise
1663,1978,0,0,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,0.2,13,0,Small Business (SMEs),Small Business (SMEs)
5543,1966,3,0,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,0.0971357409713574,13,1,Mid-Market Enterprise,Mid-Market Enterprise
1577,1946,3,2,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,0.054691997697179,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
10641,1978,3,1,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,0.4310344827586206,14,0,Small Business (SMEs),Small Business (SMEs)
5336,1971,2,0,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,0.1333333333333333,13,2,Large Enterprise,Large Enterprise - Cloud Focus
6024,1953,3,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0.0746851932262266,13,2,Large Enterprise,Large Enterprise - Cloud Focus
1878,1985,1,2,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,0.2631578947368421,12,0,Small Business (SMEs),Small Business (SMEs)
3099,1970,3,4,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,0.157556270096463,13,0,Small Business (SMEs),Small Business (SMEs)
6055,1979,3,2,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,0.0551301684532924,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
5841,1966,3,0,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,0.0648259303721488,13,1,Mid-Market Enterprise,Mid-Market Enterprise
3972,1976,3,0,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,0.1592039800995024,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4394,1965,0,2,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,0.0093209054593874,12,2,Large Enterprise,Large Enterprise - Cloud Focus
5758,1982,3,2,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,0.0386554621848739,12,2,Large Enterprise,Large Enterprise - Cloud Focus
6658,1972,3,0,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,0.1288702928870292,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4603,1960,0,2,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,0.0091324200913242,12,1,Mid-Market Enterprise,Mid-Market Enterprise
8427,1956,2,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0.0279039584685269,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
10260,1965,2,0,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,0.0448717948717948,13,0,Small Business (SMEs),Small Business (SMEs)
7143,1955,1,0,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,0.0450669914738124,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8789,1989,1,2,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,0.0436363636363636,12,1,Mid-Market Enterprise,Mid-Market Enterprise
6197,1962,0,1,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,0.0517241379310344,13,0,Small Business (SMEs),Small Business (SMEs)
4554,1965,3,0,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,0.2004454342984409,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4937,1973,1,2,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,0.1111111111111111,12,0,Small Business (SMEs),Small Business (SMEs)
1920,1972,3,2,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,0.2621359223300971,13,0,Small Business (SMEs),Small Business (SMEs)
8749,1984,3,0,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,0.3225806451612903,12,0,Small Business (SMEs),Small Business (SMEs)
1650,1960,2,2,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,0.083941605839416,13,2,Large Enterprise,Large Enterprise - Cloud Focus
10377,1958,2,0,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,0.2211055276381909,13,0,Small Business (SMEs),Small Business (SMEs)
9206,1968,3,0,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,0.1194295900178253,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
10971,1977,3,1,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,0.3713080168776371,14,0,Small Business (SMEs),Small Business (SMEs)
6398,1974,4,2,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,0.0784313725490196,12,0,Small Business (SMEs),Small Business (SMEs)
9212,1962,2,2,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,0.1220964860035735,13,2,Large Enterprise,Large Enterprise - Cloud Focus
7937,1982,3,2,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,0.1186440677966101,12,0,Small Business (SMEs),Small Business (SMEs)
839,1975,0,2,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,0.1052631578947368,13,0,Small Business (SMEs),Small Business (SMEs)
4246,1982,2,1,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,0.7005347593582888,13,0,Small Business (SMEs),Small Business (SMEs)
158,1945,0,0,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,0.0810359231411863,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
4832,1979,3,2,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,0.4509803921568627,12,0,Small Business (SMEs),Small Business (SMEs)
5621,1969,3,2,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,0.0,14,0,Small Business (SMEs),Small Business (SMEs)
1945,1962,3,2,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,0.1199143468950749,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
5147,1948,3,1,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,0.0652631578947368,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
2535,1978,2,2,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,844,0.0887573964497041,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
11039,1975,3,2,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,311,0.1314102564102564,13,1,Mid-Market Enterprise,Mid-Market Enterprise
9495,1982,3,0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,0.0278260869565217,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
9635,1983,2,2,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,129,0.1076923076923077,12,0,Small Business (SMEs),Small Business (SMEs)
2173,1952,3,3,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,32,0.0909090909090909,13,0,Small Business (SMEs),Small Business (SMEs)
942,1982,3,1,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,299,0.12,14,0,Small Business (SMEs),Small Business (SMEs)
9386,1962,3,0,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,320,0.0467289719626168,12,1,Mid-Market Enterprise,Mid-Market Enterprise
5510,1977,2,2,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,441,0.2307692307692307,14,0,Small Business (SMEs),Small Business (SMEs)
873,1949,2,2,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1178,0.0288379983036471,14,1,Mid-Market Enterprise,Mid-Market Enterprise
2253,1990,3,2,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,0.2093023255813953,13,0,Small Business (SMEs),Small Business (SMEs)
5181,1982,4,1,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,24,0.2,13,0,Small Business (SMEs),Small Business (SMEs)
979,1975,3,1,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,0.3716814159292035,13,0,Small Business (SMEs),Small Business (SMEs)
10390,1959,1,2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,30,0.1935483870967742,13,0,Small Business (SMEs),Small Business (SMEs)
4698,1983,0,2,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,0.0267639902676399,13,1,Mid-Market Enterprise,Mid-Market Enterprise
7793,1976,3,0,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,800,0.0474406991260923,13,1,Mid-Market Enterprise,Mid-Market Enterprise
1745,1962,0,4,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,0.0091324200913242,13,2,Large Enterprise,Large Enterprise - Cloud Focus
10590,1956,0,0,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,1483,0.0094339622641509,13,2,Large Enterprise,Large Enterprise - Cloud Focus
5080,1993,3,1,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,1258,0.1111993645750595,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
8369,1987,3,0,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,28,0.3793103448275862,14,0,Small Business (SMEs),Small Business (SMEs)
5232,1965,3,2,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,227,0.0263157894736842,12,1,Mid-Market Enterprise,Mid-Market Enterprise
2407,1982,3,2,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,0.0610539845758354,14,2,Large Enterprise,Large Enterprise - Cloud Focus
3834,1962,3,1,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,861,0.0614849187935034,13,1,Mid-Market Enterprise,Mid-Market Enterprise
7912,1978,3,2,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,103,0.3173076923076923,13,0,Small Business (SMEs),Small Business (SMEs)
7712,1946,0,1,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,634,0.0456692913385826,12,1,Mid-Market Enterprise,Mid-Market Enterprise
1065,1963,3,1,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,0.0093798853569567,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
7275,1971,2,1,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,0.0909090909090909,13,0,Small Business (SMEs),Small Business (SMEs)
1343,1968,3,0,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,586,0.1499148211243611,14,1,Mid-Market Enterprise,Mid-Market Enterprise
1384,1992,4,2,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,62,0.3492063492063492,13,0,Small Business (SMEs),Small Business (SMEs)
9967,1974,3,4,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,447,0.1116071428571428,13,1,Mid-Market Enterprise,Mid-Market Enterprise
6181,1950,1,0,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,939,0.0297872340425531,14,1,Mid-Market Enterprise,Mid-Market Enterprise
10507,1977,1,4,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,797,0.0288220551378446,13,1,Mid-Market Enterprise,Mid-Market Enterprise
2674,1958,2,1,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1143,0.0716783216783216,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
2698,1976,3,1,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,415,0.0625,13,1,Mid-Market Enterprise,Mid-Market Enterprise
3231,1973,3,2,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,30,0.2258064516129032,13,0,Small Business (SMEs),Small Business (SMEs)
4096,1968,2,4,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,0.026595744680851,13,0,Small Business (SMEs),Small Business (SMEs)
10476,1958,3,2,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,251,0.119047619047619,12,1,Mid-Market Enterprise,Mid-Market Enterprise
5948,1975,3,1,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,237,0.0714285714285714,12,1,Mid-Market Enterprise,Mid-Market Enterprise
9140,1960,1,0,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,91,0.0108695652173913,13,0,Small Business (SMEs),Small Business (SMEs)
10258,1965,2,1,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,0.0833333333333333,13,0,Small Business (SMEs),Small Business (SMEs)
5675,1960,0,4,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,493,0.0080971659919028,14,1,Mid-Market Enterprise,Mid-Market Enterprise
4743,1969,0,2,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,971,0.0905349794238683,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8805,1960,3,1,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,371,0.0725806451612903,14,1,Mid-Market Enterprise,Mid-Market Enterprise
1542,1975,3,1,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,396,0.017632241813602,13,1,Mid-Market Enterprise,Mid-Market Enterprise
6770,1985,3,2,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,68,0.4492753623188406,13,0,Small Business (SMEs),Small Business (SMEs)
8773,1971,2,0,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,322,0.0743034055727554,13,1,Mid-Market Enterprise,Mid-Market Enterprise
10475,1970,2,0,51381.5,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,317,0.0440251572327044,13,1,Mid-Market Enterprise,Mid-Market Enterprise
10420,1955,2,4,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,222,0.1704035874439461,12,0,Small Business (SMEs),Small Business (SMEs)
7514,1956,1,0,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,177,0.1573033707865168,13,1,Mid-Market Enterprise,Mid-Market Enterprise
2902,1958,3,0,51381.5,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,45,0.1304347826086956,14,0,Small Business (SMEs),Small Business (SMEs)
4345,1964,1,1,51381.5,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,21,0.1818181818181818,12,0,Small Business (SMEs),Small Business (SMEs)
793,1973,3,2,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,45,0.0869565217391304,14,0,Small Business (SMEs),Small Business (SMEs)
10909,1948,3,2,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,1899,0.0626315789473684,12,2,Large Enterprise,Large Enterprise - Cloud Focus
3769,1972,0,0,51381.5,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,0.0697674418604651,12,0,Small Business (SMEs),Small Business (SMEs)
8702,1976,1,0,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,0.0869565217391304,13,0,Small Business (SMEs),Small Business (SMEs)
4791,1980,3,0,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,41,0.0476190476190476,14,0,Small Business (SMEs),Small Business (SMEs)
2963,1979,3,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0.0555170020818875,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
8216,1972,2,2,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,325,0.2177914110429447,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8140,1973,3,0,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,95,0.375,13,0,Small Business (SMEs),Small Business (SMEs)
10146,1972,0,0,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,0.0697674418604651,12,0,Small Business (SMEs),Small Business (SMEs)
5289,1975,1,1,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,72,0.3972602739726027,14,0,Small Business (SMEs),Small Business (SMEs)
2587,1972,0,2,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,20,0.0,12,0,Small Business (SMEs),Small Business (SMEs)
4405,1956,2,2,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,789,0.0189873417721519,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8663,1974,3,4,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,15,0.0625,12,0,Small Business (SMEs),Small Business (SMEs)
