Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment,Probability_To_Buy,Campaign
6421,1961,3,0,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,2116,0.0557392536608408,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
8310,1964,3,0,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,0.0253424657534246,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
8278,1990,0,2,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,0.0192757009345794,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
1553,1946,3,0,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,2283,0.0551663747810858,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
4278,1983,0,1,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,1923,0.0285862785862785,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
2186,1977,1,0,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,0.0810451727192205,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
2747,1988,0,2,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0.080865068171133,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9216589861751153,AcceptedCmp3
1577,1946,3,2,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,0.054691997697179,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
8427,1956,2,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0.0279039584685269,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
217,1956,2,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0.0279039584685269,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
7396,1966,3,2,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,0.016270337922403,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8728179551122195,AcceptedCmp3
5524,1957,3,1,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,1,1617,0.0543881334981458,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1966,1965,0,2,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0.0,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1859,1972,2,2,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,1890,0.0095187731359069,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11071,1984,3,1,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,1923,0.1122661122661122,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
460,1972,0,2,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,0.0096921322690992,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9529,1990,3,2,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,0.1111793611793611,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10102,1966,3,3,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,0.0189317106152805,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4543,1980,3,2,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,0.1057291666666666,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7381,1968,3,4,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,1442,0.0207900207900207,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7274,1957,3,2,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,0.0283194057567316,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8314,1982,3,2,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,1772,0.0626057529610829,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3179,1980,3,1,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,1572,0.0241576605212968,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4501,1965,2,1,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,0.1115618661257606,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10936,1965,3,2,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,0.1278234086242299,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3667,1969,3,2,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,1757,0.0250284414106939,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7723,1979,3,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0.0555170020818875,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6406,1988,2,2,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,1427,0.0280112044817927,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6543,1945,2,0,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,1612,0.0378177309361438,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3749,1973,3,0,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,1580,0.0094876660341555,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5989,1959,1,4,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1576,0.0215599239061509,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5046,1958,3,4,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1638,0.0372178157413056,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11074,1977,3,1,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,1423,0.1692415730337078,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8931,1986,3,0,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1761,0.0187287173666288,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9209,1971,2,0,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,0.0095846645367412,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5718,1950,3,2,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,1415,0.163135593220339,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5204,1971,3,0,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,1461,0.0191518467852257,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
11112,1966,3,0,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,1477,0.128552097428958,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7789,1965,0,2,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,0.0,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3698,1983,3,0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0.1130924448615673,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1065,1963,3,1,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,0.0093798853569567,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2963,1979,3,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0.0555170020818875,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4310,1944,3,2,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,1428,0.0181945416375087,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8643,1971,3,0,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,1662,0.1178592904389657,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2612,1987,3,2,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,1682,0.0285204991087344,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
7022,1971,3,2,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,1410,0.0248051027639971,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1964,1951,3,0,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,1603,0.0330423940149625,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1215,1978,3,0,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,1572,0.0559440559440559,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4676,1951,2,3,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,0.0630896226415094,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10129,1966,3,0,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,0.0734385724090597,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9292,1952,3,2,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,0.0636297903109183,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
10513,1992,3,0,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,1502,0.0465735196274118,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
9595,1961,3,0,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,0.019047619047619,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
1399,1958,3,2,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1515,0.1339050131926121,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6417,1971,2,0,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,0.0095846645367412,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
6203,1947,3,0,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,1734,0.0282420749279538,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
8537,1949,3,3,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,1429,0.037062937062937,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3599,1970,3,2,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,1464,0.0546075085324232,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
4974,1970,3,1,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,1392,0.0732232591529074,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
3507,1970,3,1,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,1575,0.0368020304568527,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2254,1983,3,2,69520.0,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,1455,0.0638736263736263,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
5250,1943,2,3,51381.5,0,0,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,1564,0.0805111821086261,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.6317689530685922,AcceptedCmp3
2683,1969,3,2,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,910,0.0713501646542261,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
709,1952,3,4,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,0.0833333333333333,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
8148,1956,2,0,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,859,0.1569767441860465,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9707,1969,0,2,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,0.0287404902789518,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
2928,1975,0,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,0.0383451059535822,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
8581,1971,2,2,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,751,0.0372340425531914,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
2807,1969,3,2,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1001,0.0369261477045908,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3916,1971,0,0,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,890,0.0650953984287317,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
4945,1953,3,3,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,1210,0.0891824938067712,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
448,1978,0,1,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,795,0.1482412060301507,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
10299,1969,0,1,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,0.0464326160815402,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
2920,1975,0,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,0.0383451059535822,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1272,1965,2,1,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,0.0730088495575221,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3732,1955,2,2,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,860,0.0801393728222996,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
5935,1956,2,1,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,764,0.0823529411764705,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
425,1985,3,2,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,727,0.0879120879120879,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9224,1972,0,1,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1139,0.2122807017543859,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9760,1963,0,3,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1198,0.1451209341117598,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3673,1971,3,1,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,779,0.1358974358974359,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
4128,1962,0,0,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,725,0.1652892561983471,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3202,1987,0,2,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,1250,0.0287769784172661,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
6295,1977,3,2,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,981,0.1446028513238289,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
6001,1979,3,2,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,937,0.0373134328358208,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1453,1943,0,3,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,0.0282752120640904,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
640,1951,3,2,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,0.1032132424537487,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
5207,1963,0,2,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,0.1662468513853904,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1740,1944,3,2,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,0.038,12,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9516,1971,1,4,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,0.0967479674796747,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
378,1971,3,2,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,0.1572327044025157,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
6181,1950,1,0,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,939,0.0297872340425531,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
4743,1969,0,2,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,971,0.0905349794238683,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
10524,1963,2,4,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,795,0.2462311557788944,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3594,1973,2,2,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,747,0.1296791443850267,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
10128,1958,3,0,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,0.0903083700440528,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1490,1962,3,2,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,854,0.0900584795321637,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
5589,1964,3,4,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,793,0.0377833753148614,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3298,1956,2,2,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,1152,0.1725932350390286,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
8041,1971,0,3,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,1092,0.0375114364135407,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
6409,1967,3,4,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,1179,0.1076271186440677,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
2570,1968,3,0,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,815,0.0563725490196078,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9284,1958,3,0,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,0.0903083700440528,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
269,1963,0,1,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,0.1066433566433566,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1440,1978,1,0,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,0.2017391304347826,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
7129,1962,0,2,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,0.0376344086021505,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
7101,1963,0,3,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,1198,0.1451209341117598,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
10872,1969,0,2,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,0.0287404902789518,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
3491,1975,3,0,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,1260,0.1839809674861221,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
7187,1969,2,0,51381.5,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,721,0.1329639889196676,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
1052,1969,3,2,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1001,0.0369261477045908,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8945686900958466,AcceptedCmp3
9381,1978,3,2,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,0.1795716639209225,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.648936170212766,AcceptedCmp3
4477,1958,3,0,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,653,0.1666666666666666,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.648936170212766,AcceptedCmp3
6312,1959,3,2,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,863,0.099537037037037,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.648936170212766,AcceptedCmp3
535,1987,3,4,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,778,0.0975609756097561,12,1,Mid-Market Enterprise,Mid-Market Enterprise,0.648936170212766,AcceptedCmp3
